,id,permalink,username,to,text,date,retweets,favorites,replies,mentions,hashtags,geo
0,1191867713259331585,https://twitter.com/outrageousg/status/1191867713259331585,outrageousg,,WeWork-Owned Meetup Reportedly Lays Off Up To 25% Of Staff via @forbeshttps://www.forbes.com/sites/rachelsandler/2019/11/04/wework-owned-meetup-reportedly-lays-off-up-to-25-of-staff/?utm_source=newsletter&utm_medium=email&utm_campaign=daily-dozen&utm_campaign=daily-dozen&cdlcid=5d0105731802c8c524b9a6de#4791f5d07441 …,2019-11-05 23:59:41+00:00,0,0,0,@forbeshttps,#4791f5d07441,
1,1191867538126393344,https://twitter.com/alturascapital/status/1191867538126393344,alturascapital,,Some WeWork Landlords May Be Left Holding the Bag if WeWork Decides https://altur.as/2JS1ZUV by @nreionline #ACP #CRE #CommercialRealEstate,2019-11-05 23:58:59+00:00,0,0,0,@nreionline,#ACP #CRE #CommercialRealEstate,
2,1191867206482706433,https://twitter.com/knight69420/status/1191867206482706433,knight69420,,Hahahaha nice trypic.twitter.com/i3Q8aGUy1Z,2019-11-05 23:57:40+00:00,0,14,14,,,
3,1191866967659106305,https://twitter.com/JMRConnect_PR/status/1191866967659106305,JMRConnect_PR,,WeWork Isn’t the Only Stumble for SoftBank’s Vision Fund https://www.wsj.com/articles/wework-hasnt-been-softbanks-vision-funds-only-stumble-11572891679 … by @Phred_Dvorak,2019-11-05 23:56:43+00:00,0,0,0,@Phred_Dvorak,,
4,1191866551697334272,https://twitter.com/TheBunkerLabs/status/1191866551697334272,TheBunkerLabs,,"Philly Launch Party, WeWork Veterans in Residence Powered by Bunker Labs http://bit.ly/2m6LX0p #BunkerLabs . . . . . . #Philadelphia #networking #Veteran #veteranowned #wework #veteransinresidence #businessnetworkingpic.twitter.com/9O5zfbdDdO",2019-11-05 23:55:04+00:00,0,2,2,,#BunkerLabs #Philadelphia #networking #Veteran #veteranowned #wework #veteransinresidence #businessnetworkingpic,
5,1191866415906721794,https://twitter.com/amartino/status/1191866415906721794,amartino,zerohedge,Esto de @zerohedge es increíble y no lo había pensado... la responsabilidad de @jpmorgan en el underwriting de @WeWork https://twitter.com/zerohedge/status/1191742432465043458 …,2019-11-05 23:54:32+00:00,0,1,1,@zerohedge @jpmorgan @WeWork,,
6,1191866083390689281,https://twitter.com/aboutcoworking/status/1191866083390689281,aboutcoworking,,WeWork Q3 2019 Financial Results Conference Call https://www.businesswire.com/news/home/20191105006093/en/WeWork-Q3-2019-Financial-Results-Conference-Call … #coworking #tuesday #tuesdaytips #tuesdays #coworkingnews #aboutcoworking #audionews #news #industry #officespace #industrynews,2019-11-05 23:53:12+00:00,0,0,0,,#coworking #tuesday #tuesdaytips #tuesdays #coworkingnews #aboutcoworking #audionews #news #industry #officespace #industrynews,
7,1191864846456803328,https://twitter.com/Wework6/status/1191864846456803328,Wework6,jasminesukisuki,やったぞー,2019-11-05 23:48:17+00:00,0,0,0,,,
8,1191864752391081984,https://twitter.com/Wework6/status/1191864752391081984,Wework6,jasminesukisuki,https://mgram.me/ja/torisetsu/LsxwjdtEYYgWuVNAVkN …? いけるかぁぁぁ,2019-11-05 23:47:55+00:00,0,0,0,,,
9,1191864369749118976,https://twitter.com/MShuNin/status/1191864369749118976,MShuNin,,"I'm at Wework 東急四谷 in 千代田区, 東京都 https://www.swarmapp.com/c/7ke8WSaWocz",2019-11-05 23:46:24+00:00,0,0,0,,,
